 time_ms; accl_x; accl_y; accl_z;;;;;;;;;time;acc_x;acc_y;acc_z;;;;;;
1803464;-879;-1935;451;;-428,952;-944,28;220,088;;;;;1803,464;-0,428952;-0,94428;0,220088;;;;;;1803464
1803692;-544;-1996;579;;-265,472;-974,048;282,552;;;;;1803,692;-0,265472;-0,974048;0,282552;;;;;;1803692
1804034;-561;-1991;124;;-273,768;-971,608;60,512;;;;;1804,034;-0,273768;-0,971608;0,060512;;;;;;1804034
1804353;-708;-1952;170;;-345,504;-952,576;82,96;;;;;1804,353;-0,345504;-0,952576;0,08296;;;;;;1804353
1804581;-552;-2107;273;;-269,376;-1028,216;133,224;;;;;1804,581;-0,269376;-1,028216;0,133224;;;;;;1804581
1804899;-214;-1941;585;;-104,432;-947,208;285,48;;;;;1804,899;-0,104432;-0,947208;0,28548;;;;;;1804899
1805478;348;-1791;111;;169,824;-874,008;54,168;;;;;1805,478;0,169824;-0,874008;0,054168;;;;;;1805478
1805795;12;-2052;324;;5,856;-1001,376;158,112;;;;;1805,795;0,005856;-1,001376;0,158112;;;;;;1805795
1806113;-229;-1847;718;;-111,752;-901,336;350,384;;;;;1806,113;-0,111752;-0,901336;0,350384;;;;;;1806113
1806471;82;-2036;762;;40,016;-993,568;371,856;;;;;1806,471;0,040016;-0,993568;0,371856;;;;;;1806471
1806789;-151;-1984;516;;-73,688;-968,192;251,808;;;;;1806,789;-0,073688;-0,968192;0,251808;;;;;;1806789
1807126;-144;-2007;417;;-70,272;-979,416;203,496;;;;;1807,126;-0,070272;-0,979416;0,203496;;;;;;1807126
1807468;-47;-2226;332;;-22,936;-1086,288;162,016;;;;;1807,468;-0,022936;-1,086288;0,162016;;;;;;1807468
1807787;160;-1931;580;;78,08;-942,328;283,04;;;;;1807,787;0,07808;-0,942328;0,28304;;;;;;1807787
1808124;267;-2181;809;;130,296;-1064,328;394,792;;;;;1808,124;0,130296;-1,064328;0,394792;;;;;;1808124
1808474;262;-1843;568;;127,856;-899,384;277,184;;;;;1808,474;0,127856;-0,899384;0,277184;;;;;;1808474
1808792;352;-1841;683;;171,776;-898,408;333,304;;;;;1808,792;0,171776;-0,898408;0,333304;;;;;;1808792
1809020;263;-2054;576;;128,344;-1002,352;281,088;;;;;1809,02;0,128344;-1,002352;0,281088;;;;;;1809020
1809445;-5;-1968;649;;-2,44;-960,384;316,712;;;;;1809,445;-0,00244;-0,960384;0,316712;;;;;;1809445
1809680;-145;-1745;762;;-70,76;-851,56;371,856;;;;;1809,68;-0,07076;-0,85156;0,371856;;;;;;1809680
1809908;-274;-1803;871;;-133,712;-879,864;425,048;;;;;1809,908;-0,133712;-0,879864;0,425048;;;;;;1809908
1810337;-268;-1756;927;;-130,784;-856,928;452,376;;;;;1810,337;-0,130784;-0,856928;0,452376;;;;;;1810337
1810803;-308;-1892;913;;-150,304;-923,296;445,544;;;;;1810,803;-0,150304;-0,923296;0,445544;;;;;;1810803
1811126;-184;-1802;951;;-89,792;-879,376;464,088;;;;;1811,126;-0,089792;-0,879376;0,464088;;;;;;1811126
1811445;-310;-2166;849;;-151,28;-1057,008;414,312;;;;;1811,445;-0,15128;-1,057008;0,414312;;;;;;1811445
1811673;330;-1655;369;;161,04;-807,64;180,072;;;;;1811,673;0,16104;-0,80764;0,180072;;;;;;1811673
1811908;308;-1933;379;;150,304;-943,304;184,952;;;;;1811,908;0,150304;-0,943304;0,184952;;;;;;1811908
1812334;365;-1931;327;;178,12;-942,328;159,576;;;;;1812,334;0,17812;-0,942328;0,159576;;;;;;1812334
1812562;1147;-1961;80;;559,736;-956,968;39,04;;;;;1812,562;0,559736;-0,956968;0,03904;;;;;;1812562
1812903;1568;-1513;22;;765,184;-738,344;10,736;;;;;1812,903;0,765184;-0,738344;0,010736;;;;;;1812903
1813458;700;-1888;129;;341,6;-921,344;62,952;;;;;1813,458;0,3416;-0,921344;0,062952;;;;;;1813458
1813780;604;-1815;-402;;294,752;-885,72;-196,176;;;;;1813,78;0,294752;-0,88572;-0,196176;;;;;;1813780
1814121;143;-1820;268;;69,784;-888,16;130,784;;;;;1814,121;0,069784;-0,88816;0,130784;;;;;;1814121
1814459;-30;-1868;864;;-14,64;-911,584;421,632;;;;;1814,459;-0,01464;-0,911584;0,421632;;;;;;1814459
1814778;-264;-1988;771;;-128,832;-970,144;376,248;;;;;1814,778;-0,128832;-0,970144;0,376248;;;;;;1814778
1815134;-152;-1857;965;;-74,176;-906,216;470,92;;;;;1815,134;-0,074176;-0,906216;0,47092;;;;;;1815134
1815453;-187;-2158;888;;-91,256;-1053,104;433,344;;;;;1815,453;-0,091256;-1,053104;0,433344;;;;;;1815453
1815776;-167;-1864;882;;-81,496;-909,632;430,416;;;;;1815,776;-0,081496;-0,909632;0,430416;;;;;;1815776
1816109;-238;-1910;830;;-116,144;-932,08;405,04;;;;;1816,109;-0,116144;-0,93208;0,40504;;;;;;1816109
1816454;-182;-1908;865;;-88,816;-931,104;422,12;;;;;1816,454;-0,088816;-0,931104;0,42212;;;;;;1816454
1816772;-242;-1985;965;;-118,096;-968,68;470,92;;;;;1816,772;-0,118096;-0,96868;0,47092;;;;;;1816772
1817000;-78;-1919;824;;-38,064;-936,472;402,112;;;;;1817;-0,038064;-0,936472;0,402112;;;;;;1817000
1817448;-24;-2001;852;;-11,712;-976,488;415,776;;;;;1817,448;-0,011712;-0,976488;0,415776;;;;;;1817448
1817782;-74;-1796;975;;-36,112;-876,448;475,8;;;;;1817,782;-0,036112;-0,876448;0,4758;;;;;;1817782
1818100;148;-1812;957;;72,224;-884,256;467,016;;;;;1818,1;0,072224;-0,884256;0,467016;;;;;;1818100
1818451;-115;-1830;931;;-56,12;-893,04;454,328;;;;;1818,451;-0,05612;-0,89304;0,454328;;;;;;1818451
1818679;-69;-1903;970;;-33,672;-928,664;473,36;;;;;1818,679;-0,033672;-0,928664;0,47336;;;;;;1818679
1819001;-213;-1975;932;;-103,944;-963,8;454,816;;;;;1819,001;-0,103944;-0,9638;0,454816;;;;;;1819001
1819324;-270;-1581;1104;;-131,76;-771,528;538,752;;;;;1819,324;-0,13176;-0,771528;0,538752;;;;;;1819324
1819576;-322;-1771;1182;;-157,136;-864,248;576,816;;;;;1819,576;-0,157136;-0,864248;0,576816;;;;;;1819576
1819894;-407;-1514;1350;;-198,616;-738,832;658,8;;;;;1819,894;-0,198616;-0,738832;0,6588;;;;;;1819894
1820441;-401;-1936;1103;;-195,688;-944,768;538,264;;;;;1820,441;-0,195688;-0,944768;0,538264;;;;;;1820441
1820677;-541;-1654;1164;;-264,008;-807,152;568,032;;;;;1820,677;-0,264008;-0,807152;0,568032;;;;;;1820677
1820999;-706;-1587;755;;-344,528;-774,456;368,44;;;;;1820,999;-0,344528;-0,774456;0,36844;;;;;;1820999
1821439;-235;-2081;299;;-114,68;-1015,528;145,912;;;;;1821,439;-0,11468;-1,015528;0,145912;;;;;;1821439
1821785;-949;-2429;712;;-463,112;-1185,352;347,456;;;;;1821,785;-0,463112;-1,185352;0,347456;;;;;;1821785
1822107;-138;-993;75;;-67,344;-484,584;36,6;;;;;1822,107;-0,067344;-0,484584;0,0366;;;;;;1822107
1822441;-17;-2361;531;;-8,296;-1152,168;259,128;;;;;1822,441;-0,008296;-1,152168;0,259128;;;;;;1822441
1822760;-229;-2122;423;;-111,752;-1035,536;206,424;;;;;1822,76;-0,111752;-1,035536;0,206424;;;;;;1822760
1822995;-148;-2050;271;;-72,224;-1000,4;132,248;;;;;1822,995;-0,072224;-1,0004;0,132248;;;;;;1822995
1823330;-81;-1925;592;;-39,528;-939,4;288,896;;;;;1823,33;-0,039528;-0,9394;0,288896;;;;;;1823330
1823652;-117;-1831;738;;-57,096;-893,528;360,144;;;;;1823,652;-0,057096;-0,893528;0,360144;;;;;;1823652
1824115;-42;-2059;730;;-20,496;-1004,792;356,24;;;;;1824,115;-0,020496;-1,004792;0,35624;;;;;;1824115
1824442;94;-1991;578;;45,872;-971,608;282,064;;;;;1824,442;0,045872;-0,971608;0,282064;;;;;;1824442
1824761;110;-2274;607;;53,68;-1109,712;296,216;;;;;1824,761;0,05368;-1,109712;0,296216;;;;;;1824761
1824989;88;-2052;397;;42,944;-1001,376;193,736;;;;;1824,989;0,042944;-1,001376;0,193736;;;;;;1824989
1825331;-124;-2276;386;;-60,512;-1110,688;188,368;;;;;1825,331;-0,060512;-1,110688;0,188368;;;;;;1825331
1825653;-216;-1845;713;;-105,408;-900,36;347,944;;;;;1825,653;-0,105408;-0,90036;0,347944;;;;;;1825653
1825881;-603;-2194;1002;;-294,264;-1070,672;488,976;;;;;1825,881;-0,294264;-1,070672;0,488976;;;;;;1825881
1826439;-220;-1647;333;;-107,36;-803,736;162,504;;;;;1826,439;-0,10736;-0,803736;0,162504;;;;;;1826439
1826773;23;-2175;512;;11,224;-1061,4;249,856;;;;;1826,773;0,011224;-1,0614;0,249856;;;;;;1826773
1827097;46;-1899;419;;22,448;-926,712;204,472;;;;;1827,097;0,022448;-0,926712;0,204472;;;;;;1827097
1827452;122;-2100;848;;59,536;-1024,8;413,824;;;;;1827,452;0,059536;-1,0248;0,413824;;;;;;1827452
1827680;-297;-1504;916;;-144,936;-733,952;447,008;;;;;1827,68;-0,144936;-0,733952;0,447008;;;;;;1827680
1827998;191;-1841;620;;93,208;-898,408;302,56;;;;;1827,998;0,093208;-0,898408;0,30256;;;;;;1827998
1828461;-311;-1900;609;;-151,768;-927,2;297,192;;;;;1828,461;-0,151768;-0,9272;0,297192;;;;;;1828461
1828783;-385;-2084;289;;-187,88;-1016,992;141,032;;;;;1828,783;-0,18788;-1,016992;0,141032;;;;;;1828783
1829102;-113;-1551;342;;-55,144;-756,888;166,896;;;;;1829,102;-0,055144;-0,756888;0,166896;;;;;;1829102
1829440;-200;-2998;-307;;-97,6;-1463,024;-149,816;;;;;1829,44;-0,0976;-1,463024;-0,149816;;;;;;1829440
1829678;-109;-1953;91;;-53,192;-953,064;44,408;;;;;1829,678;-0,053192;-0,953064;0,044408;;;;;;1829678
1829996;-326;-1918;103;;-159,088;-935,984;50,264;;;;;1829,996;-0,159088;-0,935984;0,050264;;;;;;1829996
1830441;-77;-1663;197;;-37,576;-811,544;96,136;;;;;1830,441;-0,037576;-0,811544;0,096136;;;;;;1830441
1830781;131;-2698;721;;63,928;-1316,624;351,848;;;;;1830,781;0,063928;-1,316624;0,351848;;;;;;1830781
1831115;-303;-1441;386;;-147,864;-703,208;188,368;;;;;1831,115;-0,147864;-0,703208;0,188368;;;;;;1831115
1831438;-358;-2449;465;;-174,704;-1195,112;226,92;;;;;1831,438;-0,174704;-1,195112;0,22692;;;;;;1831438
1831779;-8;-1363;751;;-3,904;-665,144;366,488;;;;;1831,779;-0,003904;-0,665144;0,366488;;;;;;1831779
1832007;253;-2236;905;;123,464;-1091,168;441,64;;;;;1832,007;0,123464;-1,091168;0,44164;;;;;;1832007
1832330;-378;-1494;660;;-184,464;-729,072;322,08;;;;;1832,33;-0,184464;-0,729072;0,32208;;;;;;1832330
1832649;-917;-2111;841;;-447,496;-1030,168;410,408;;;;;1832,649;-0,447496;-1,030168;0,410408;;;;;;1832649
1832900;-950;-1732;581;;-463,6;-845,216;283,528;;;;;1832,9;-0,4636;-0,845216;0,283528;;;;;;1832900
1833434;-908;-3290;345;;-443,104;-1605,52;168,36;;;;;1833,434;-0,443104;-1,60552;0,16836;;;;;;1833434
1833768;-613;-1500;521;;-299,144;-732;254,248;;;;;1833,768;-0,299144;-0,732;0,254248;;;;;;1833768
1834004;-628;-1802;1009;;-306,464;-879,376;492,392;;;;;1834,004;-0,306464;-0,879376;0,492392;;;;;;1834004
1834328;-427;-1754;491;;-208,376;-855,952;239,608;;;;;1834,328;-0,208376;-0,855952;0,239608;;;;;;1834328
1834768;-316;-2485;695;;-154,208;-1212,68;339,16;;;;;1834,768;-0,154208;-1,21268;0,33916;;;;;;1834768
1835113;-347;-1311;627;;-169,336;-639,768;305,976;;;;;1835,113;-0,169336;-0,639768;0,305976;;;;;;1835113
1835437;-74;-1975;547;;-36,112;-963,8;266,936;;;;;1835,437;-0,036112;-0,9638;0,266936;;;;;;1835437
1835665;-166;-1548;503;;-81,008;-755,424;245,464;;;;;1835,665;-0,081008;-0,755424;0,245464;;;;;;1835665
1835983;-311;-3508;945;;-151,768;-1711,904;461,16;;;;;1835,983;-0,151768;-1,711904;0,46116;;;;;;1835983
1836446;56;-1888;1046;;27,328;-921,344;510,448;;;;;1836,446;0,027328;-0,921344;0,510448;;;;;;1836446
1836667;-668;-2782;135;;-325,984;-1357,616;65,88;;;;;1836,667;-0,325984;-1,357616;0,06588;;;;;;1836667
1836985;160;-2338;935;;78,08;-1140,944;456,28;;;;;1836,985;0,07808;-1,140944;0,45628;;;;;;1836985
1837452;-22;-1153;276;;-10,736;-562,664;134,688;;;;;1837,452;-0,010736;-0,562664;0,134688;;;;;;1837452
1837770;-480;-1675;798;;-234,24;-817,4;389,424;;;;;1837,77;-0,23424;-0,8174;0,389424;;;;;;1837770
1838088;233;-1812;274;;113,704;-884,256;133,712;;;;;1838,088;0,113704;-0,884256;0,133712;;;;;;1838088
1838446;353;-2831;847;;172,264;-1381,528;413,336;;;;;1838,446;0,172264;-1,381528;0,413336;;;;;;1838446
1838763;-172;-785;479;;-83,936;-383,08;233,752;;;;;1838,763;-0,083936;-0,38308;0,233752;;;;;;1838763
1839314;46;-1409;306;;22,448;-687,592;149,328;;;;;1839,314;0,022448;-0,687592;0,149328;;;;;;1839314
1839550;569;-2517;128;;277,672;-1228,296;62,464;;;;;1839,55;0,277672;-1,228296;0,062464;;;;;;1839550
1839868;-247;-1915;-90;;-120,536;-934,52;-43,92;;;;;1839,868;-0,120536;-0,93452;-0,04392;;;;;;1839868
1840100;-211;-1762;309;;-102,968;-859,856;150,792;;;;;1840,1;-0,102968;-0,859856;0,150792;;;;;;1840100
1840419;11;-1591;289;;5,368;-776,408;141,032;;;;;1840,419;0,005368;-0,776408;0,141032;;;;;;1840419
1840764;-432;-2252;576;;-210,816;-1098,976;281,088;;;;;1840,764;-0,210816;-1,098976;0,281088;;;;;;1840764
1840992;566;-3354;-428;;276,208;-1636,752;-208,864;;;;;1840,992;0,276208;-1,636752;-0,208864;;;;;;1840992
1841421;-262;-1870;114;;-127,856;-912,56;55,632;;;;;1841,421;-0,127856;-0,91256;0,055632;;;;;;1841421
1841778;229;-1567;389;;111,752;-764,696;189,832;;;;;1841,778;0,111752;-0,764696;0,189832;;;;;;1841778
1842100;423;-2758;951;;206,424;-1345,904;464,088;;;;;1842,1;0,206424;-1,345904;0,464088;;;;;;1842100
1842420;-100;-1249;520;;-48,8;-609,512;253,76;;;;;1842,42;-0,0488;-0,609512;0,25376;;;;;;1842420
1842758;-368;-2321;555;;-179,584;-1132,648;270,84;;;;;1842,758;-0,179584;-1,132648;0,27084;;;;;;1842758
1842993;444;-1008;729;;216,672;-491,904;355,752;;;;;1842,993;0,216672;-0,491904;0,355752;;;;;;1842993
1843417;-147;-1743;262;;-71,736;-850,584;127,856;;;;;1843,417;-0,071736;-0,850584;0,127856;;;;;;1843417
1843645;-273;-1489;681;;-133,224;-726,632;332,328;;;;;1843,645;-0,133224;-0,726632;0,332328;;;;;;1843645
1843986;-206;-2429;351;;-100,528;-1185,352;171,288;;;;;1843,986;-0,100528;-1,185352;0,171288;;;;;;1843986
1844305;377;-1632;285;;183,976;-796,416;139,08;;;;;1844,305;0,183976;-0,796416;0,13908;;;;;;1844305
1844542;1664;-1463;-337;;812,032;-713,944;-164,456;;;;;1844,542;0,812032;-0,713944;-0,164456;;;;;;1844542
1844859;1254;-1334;-81;;611,952;-650,992;-39,528;;;;;1844,859;0,611952;-0,650992;-0,039528;;;;;;1844859
1845433;-1581;-235;1484;;-771,528;-114,68;724,192;;;;;1845,433;-0,771528;-0,11468;0,724192;;;;;;1845433
1845751;-1332;-255;1803;;-650,016;-124,44;879,864;;;;;1845,751;-0,650016;-0,12444;0,879864;;;;;;1845751
1846069;-436;212;2077;;-212,768;103,456;1013,576;;;;;1846,069;-0,212768;0,103456;1,013576;;;;;;1846069
1846430;-729;-282;2040;;-355,752;-137,616;995,52;;;;;1846,43;-0,355752;-0,137616;0,99552;;;;;;1846430
1846749;-848;-635;1610;;-413,824;-309,88;785,68;;;;;1846,749;-0,413824;-0,30988;0,78568;;;;;;1846749
1847082;-298;-799;1757;;-145,424;-389,912;857,416;;;;;1847,082;-0,145424;-0,389912;0,857416;;;;;;1847082
1847426;-123;-1450;934;;-60,024;-707,6;455,792;;;;;1847,426;-0,060024;-0,7076;0,455792;;;;;;1847426
1847749;-592;-1876;1310;;-288,896;-915,488;639,28;;;;;1847,749;-0,288896;-0,915488;0,63928;;;;;;1847749
1848082;-615;-1371;879;;-300,12;-669,048;428,952;;;;;1848,082;-0,30012;-0,669048;0,428952;;;;;;1848082
1848429;-446;-1741;1206;;-217,648;-849,608;588,528;;;;;1848,429;-0,217648;-0,849608;0,588528;;;;;;1848429
1848747;-310;-1583;825;;-151,28;-772,504;402,6;;;;;1848,747;-0,15128;-0,772504;0,4026;;;;;;1848747
1848975;-263;-1272;1371;;-128,344;-620,736;669,048;;;;;1848,975;-0,128344;-0,620736;0,669048;;;;;;1848975
1849400;-559;-1262;682;;-272,792;-615,856;332,816;;;;;1849,4;-0,272792;-0,615856;0,332816;;;;;;1849400
1849636;-260;-3055;666;;-126,88;-1490,84;325,008;;;;;1849,636;-0,12688;-1,49084;0,325008;;;;;;1849636
1849868;-50;-2635;538;;-24,4;-1285,88;262,544;;;;;1849,868;-0,0244;-1,28588;0,262544;;;;;;1849868
1850403;306;-1873;567;;149,328;-914,024;276,696;;;;;1850,403;0,149328;-0,914024;0,276696;;;;;;1850403
1850759;-575;-1655;699;;-280,6;-807,64;341,112;;;;;1850,759;-0,2806;-0,80764;0,341112;;;;;;1850759
1851077;-569;-3648;204;;-277,672;-1780,224;99,552;;;;;1851,077;-0,277672;-1,780224;0,099552;;;;;;1851077
1851396;-230;-1281;430;;-112,24;-625,128;209,84;;;;;1851,396;-0,11224;-0,625128;0,20984;;;;;;1851396
1851624;-604;-2047;822;;-294,752;-998,936;401,136;;;;;1851,624;-0,294752;-0,998936;0,401136;;;;;;1851624
1851864;-466;-1777;559;;-227,408;-867,176;272,792;;;;;1851,864;-0,227408;-0,867176;0,272792;;;;;;1851864
1852289;499;-2719;1075;;243,512;-1326,872;524,6;;;;;1852,289;0,243512;-1,326872;0,5246;;;;;;1852289
1852524;-301;-1504;425;;-146,888;-733,952;207,4;;;;;1852,524;-0,146888;-0,733952;0,2074;;;;;;1852524
1852879;-556;-2409;632;;-271,328;-1175,592;308,416;;;;;1852,879;-0,271328;-1,175592;0,308416;;;;;;1852879
1853426;119;-2088;1153;;58,072;-1018,944;562,664;;;;;1853,426;0,058072;-1,018944;0,562664;;;;;;1853426
1853744;-505;-948;440;;-246,44;-462,624;214,72;;;;;1853,744;-0,24644;-0,462624;0,21472;;;;;;1853744
1854085;-342;-2165;1136;;-166,896;-1056,52;554,368;;;;;1854,085;-0,166896;-1,05652;0,554368;;;;;;1854085
1854419;118;-2013;667;;57,584;-982,344;325,496;;;;;1854,419;0,057584;-0,982344;0,325496;;;;;;1854419
1854738;-1014;-2182;685;;-494,832;-1064,816;334,28;;;;;1854,738;-0,494832;-1,064816;0,33428;;;;;;1854738
1855094;-156;-1906;497;;-76,128;-930,128;242,536;;;;;1855,094;-0,076128;-0,930128;0,242536;;;;;;1855094
1855417;-528;-1622;936;;-257,664;-791,536;456,768;;;;;1855,417;-0,257664;-0,791536;0,456768;;;;;;1855417
1855740;80;-1766;749;;39,04;-861,808;365,512;;;;;1855,74;0,03904;-0,861808;0,365512;;;;;;1855740
1856077;-385;-1904;841;;-187,88;-929,152;410,408;;;;;1856,077;-0,18788;-0,929152;0,410408;;;;;;1856077
1856421;-308;-1661;455;;-150,304;-810,568;222,04;;;;;1856,421;-0,150304;-0,810568;0,22204;;;;;;1856421
1856739;-301;-2037;875;;-146,888;-994,056;427;;;;;1856,739;-0,146888;-0,994056;0,427;;;;;;1856739
1856967;-360;-1803;668;;-175,68;-879,864;325,984;;;;;1856,967;-0,17568;-0,879864;0,325984;;;;;;1856967
1857417;-525;-1787;1071;;-256,2;-872,056;522,648;;;;;1857,417;-0,2562;-0,872056;0,522648;;;;;;1857417
1857751;-378;-1763;696;;-184,464;-860,344;339,648;;;;;1857,751;-0,184464;-0,860344;0,339648;;;;;;1857751
1858073;-605;-1663;1152;;-295,24;-811,544;562,176;;;;;1858,073;-0,29524;-0,811544;0,562176;;;;;;1858073
1858419;-990;-1664;584;;-483,12;-812,032;284,992;;;;;1858,419;-0,48312;-0,812032;0,284992;;;;;;1858419
1858647;-622;-1564;649;;-303,536;-763,232;316,712;;;;;1858,647;-0,303536;-0,763232;0,316712;;;;;;1858647
1858966;-1425;-2239;185;;-695,4;-1092,632;90,28;;;;;1858,966;-0,6954;-1,092632;0,09028;;;;;;1858966
1859285;-1155;-1451;543;;-563,64;-708,088;264,984;;;;;1859,285;-0,56364;-0,708088;0,264984;;;;;;1859285
1859536;-1316;-2047;245;;-642,208;-998,936;119,56;;;;;1859,536;-0,642208;-0,998936;0,11956;;;;;;1859536
1859858;-435;-1614;244;;-212,28;-787,632;119,072;;;;;1859,858;-0,21228;-0,787632;0,119072;;;;;;1859858
1860409;-971;-1858;-423;;-473,848;-906,704;-206,424;;;;;1860,409;-0,473848;-0,906704;-0,206424;;;;;;1860409
1860648;-247;-1700;745;;-120,536;-829,6;363,56;;;;;1860,648;-0,120536;-0,8296;0,36356;;;;;;1860648
1860966;-887;-1846;-40;;-432,856;-900,848;-19,52;;;;;1860,966;-0,432856;-0,900848;-0,01952;;;;;;1860966
1861407;-86;-1928;732;;-41,968;-940,864;357,216;;;;;1861,407;-0,041968;-0,940864;0,357216;;;;;;1861407
1861748;-407;-2137;-72;;-198,616;-1042,856;-35,136;;;;;1861,748;-0,198616;-1,042856;-0,035136;;;;;;1861748
1862066;-391;-1714;841;;-190,808;-836,432;410,408;;;;;1862,066;-0,190808;-0,836432;0,410408;;;;;;1862066
1862405;-477;-2012;387;;-232,776;-981,856;188,856;;;;;1862,405;-0,232776;-0,981856;0,188856;;;;;;1862405
1862723;-457;-2045;769;;-223,016;-997,96;375,272;;;;;1862,723;-0,223016;-0,99796;0,375272;;;;;;1862723
1862959;-211;-2963;182;;-102,968;-1445,944;88,816;;;;;1862,959;-0,102968;-1,445944;0,088816;;;;;;1862959
1863304;-241;-1665;574;;-117,608;-812,52;280,112;;;;;1863,304;-0,117608;-0,81252;0,280112;;;;;;1863304
1863623;-155;-1971;329;;-75,64;-961,848;160,552;;;;;1863,623;-0,07564;-0,961848;0,160552;;;;;;1863623
1864087;354;-2413;635;;172,752;-1177,544;309,88;;;;;1864,087;0,172752;-1,177544;0,30988;;;;;;1864087
1864406;-27;-1169;414;;-13,176;-570,472;202,032;;;;;1864,406;-0,013176;-0,570472;0,202032;;;;;;1864406
1864724;56;-2202;488;;27,328;-1074,576;238,144;;;;;1864,724;0,027328;-1,074576;0,238144;;;;;;1864724
1864952;-150;-1985;244;;-73,2;-968,68;119,072;;;;;1864,952;-0,0732;-0,96868;0,119072;;;;;;1864952
1865294;451;-1849;704;;220,088;-902,312;343,552;;;;;1865,294;0,220088;-0,902312;0,343552;;;;;;1865294
1865617;409;-2083;151;;199,592;-1016,504;73,688;;;;;1865,617;0,199592;-1,016504;0,073688;;;;;;1865617
1865849;117;-1605;479;;57,096;-783,24;233,752;;;;;1865,849;0,057096;-0,78324;0,233752;;;;;;1865849
1866403;609;-1646;329;;297,192;-803,248;160,552;;;;;1866,403;0,297192;-0,803248;0,160552;;;;;;1866403
1866741;650;-2233;473;;317,2;-1089,704;230,824;;;;;1866,741;0,3172;-1,089704;0,230824;;;;;;1866741
1867058;93;-1424;263;;45,384;-694,912;128,344;;;;;1867,058;0,045384;-0,694912;0,128344;;;;;;1867058
1867400;336;-2385;724;;163,968;-1163,88;353,312;;;;;1867,4;0,163968;-1,16388;0,353312;;;;;;1867400
1867628;-164;-2156;85;;-80,032;-1052,128;41,48;;;;;1867,628;-0,080032;-1,052128;0,04148;;;;;;1867628
1867947;377;-2197;379;;183,976;-1072,136;184,952;;;;;1867,947;0,183976;-1,072136;0,184952;;;;;;1867947
1868167;365;-2046;320;;178,12;-998,448;156,16;;;;;1868,167;0,17812;-0,998448;0,15616;;;;;;1868167
1868420;-463;-1849;54;;-225,944;-902,312;26,352;;;;;1868,42;-0,225944;-0,902312;0,026352;;;;;;1868420
1868738;-38;-1743;756;;-18,544;-850,584;368,928;;;;;1868,738;-0,018544;-0,850584;0,368928;;;;;;1868738
1869056;-1082;-1477;603;;-528,016;-720,776;294,264;;;;;1869,056;-0,528016;-0,720776;0,294264;;;;;;1869056
1869391;-844;-1392;731;;-411,872;-679,296;356,728;;;;;1869,391;-0,411872;-0,679296;0,356728;;;;;;1869391
1869626;-1246;-2039;303;;-608,048;-995,032;147,864;;;;;1869,626;-0,608048;-0,995032;0,147864;;;;;;1869626
1869944;-2783;-870;692;;-1358,104;-424,56;337,696;;;;;1869,944;-1,358104;-0,42456;0,337696;;;;;;1869944
1870384;-1922;-932;1208;;-937,936;-454,816;589,504;;;;;1870,384;-0,937936;-0,454816;0,589504;;;;;;1870384
1870725;-2488;-271;1222;;-1214,144;-132,248;596,336;;;;;1870,725;-1,214144;-0,132248;0,596336;;;;;;1870725
1870949;-1687;-615;1340;;-823,256;-300,12;653,92;;;;;1870,949;-0,823256;-0,30012;0,65392;;;;;;1870949
1871284;-1158;-1488;369;;-565,104;-726,144;180,072;;;;;1871,284;-0,565104;-0,726144;0,180072;;;;;;1871284
1871603;-795;-2642;935;;-387,96;-1289,296;456,28;;;;;1871,603;-0,38796;-1,289296;0,45628;;;;;;1871603
1871838;-549;-2024;68;;-267,912;-987,712;33,184;;;;;1871,838;-0,267912;-0,987712;0,033184;;;;;;1871838
1872066;-236;-1801;727;;-115,168;-878,888;354,776;;;;;1872,066;-0,115168;-0,878888;0,354776;;;;;;1872066
1872385;-281;-2306;646;;-137,128;-1125,328;315,248;;;;;1872,385;-0,137128;-1,125328;0,315248;;;;;;1872385
1872704;-392;-1783;306;;-191,296;-870,104;149,328;;;;;1872,704;-0,191296;-0,870104;0,149328;;;;;;1872704
1872957;-106;-1927;737;;-51,728;-940,376;359,656;;;;;1872,957;-0,051728;-0,940376;0,359656;;;;;;1872957
1873177;-464;-2475;349;;-226,432;-1207,8;170,312;;;;;1873,177;-0,226432;-1,2078;0,170312;;;;;;1873177
1873494;296;-1627;672;;144,448;-793,976;327,936;;;;;1873,494;0,144448;-0,793976;0,327936;;;;;;1873494
1873722;-91;-2136;906;;-44,408;-1042,368;442,128;;;;;1873,722;-0,044408;-1,042368;0,442128;;;;;;1873722
1873958;-404;-2440;577;;-197,152;-1190,72;281,576;;;;;1873,958;-0,197152;-1,19072;0,281576;;;;;;1873958
1874277;-1;-1694;912;;-0,488;-826,672;445,056;;;;;1874,277;-0,000488;-0,826672;0,445056;;;;;;1874277
1874721;27;-1850;438;;13,176;-902,8;213,744;;;;;1874,721;0,013176;-0,9028;0,213744;;;;;;1874721
1875062;156;-1921;824;;76,128;-937,448;402,112;;;;;1875,062;0,076128;-0,937448;0,402112;;;;;;1875062
